MA2,DH5,DL18,FH3,RA1,RA3,CR1,TA2
0.02,0.145654321,12.36111111,54.11111111,0.064526383,-0.042629147,0.017829884,0.396543601
0.05,0.290148148,0.027777778,28.77777778,0.203585381,-0.126759514,0.044035848,0.433124686
0.01,0.080190476,43.22222222,19.44444444,0.242255489,-0.147667072,0.021164471,0.545309799
0.03,0.142444444,10.05555556,23.41666667,0.149327166,-0.096610446,0.026513644,0.40361511
0.11,0.604024691,2.638888889,76.33333333,0.078384265,-0.048716913,0.04907976,0.287984873
0.02,0.220858025,42.55555556,54.27777778,0.163949091,-0.095972754,0.037416584,0.323509018
0.06,0.276936508,0,40.13888889,0.186364172,-0.10507309,0.045005904,0.316743733
0.03,0.381271605,0,62.19444444,0.33134127,-0.154161743,0.05466235,0.312468633
0.13,0.786466667,0,37.11111111,0.402821172,-0.260688394,0.104251213,0.469027624
0.07,0.56258642,0,39.94444444,0.386415723,-0.237121832,0.064824283,0.517054751
0,0.444333333,212.6111111,142.4722222,0.726545455,-0.263518606,0.054589095,0.642286362
0,0.238969136,217.6944444,137.3888889,0.756245791,-0.339312689,0.036168738,0.548844141
0,0.494367284,239.7777778,115.3055556,1.713890977,-0.532276708,0.085030653,0.693212676
0,0.034190476,230.5,109.4166667,0.440717489,-0.342439024,0.005886417,0.663842986
0.37,2.04457716,0,82.27777778,0.153016698,-0.089535737,0.155533555,0.80188748
0.76,3.310620915,0,64.61111111,0.091547569,-0.040620155,0.207258818,0.720571715
0.11,0.994731481,33.77777778,106.1666667,0.228825456,-0.124791933,0.200813896,0.56724351
0.33,3.078888889,0,96.86111111,0.384611048,-0.232371277,0.285043038,0.884396451
0.49,2.440783951,0,79.91666667,0.215688479,-0.104470771,0.399700478,0.888313468
0.37,3.15737963,0,73.94444444,0.161416819,-0.117956253,0.165033159,0.89798338
0.52,2.549938272,0,59.52777778,0.079702053,-0.052571381,0.185369751,0.902882505
0.29,0.715451178,0,25.30555556,0.040871993,-0.028518408,0.080483801,0.206171793
0.17,1.236320988,0.527777778,62.52777778,0.065936599,-0.041014558,0.063270642,0.568505168
0.2,0.653796296,0,31.75,0.03264829,-0.024070933,0.049620625,0.261942438
0.1,0.584933333,0,64.22222222,0.033686541,-0.027016091,0.04322789,0.346711613
0.26,1.293796296,0,62.47222222,0.062488013,-0.047477241,0.092678726,0.611694208
0,0.157027778,252.3333333,102.75,0.356960784,-0.142695925,0.037630389,0.600312632
0.44,4.02887963,0,93.05555556,0.222224064,-0.156078855,0.153105014,0.760366383
0.36,2.929598765,0,89.08333333,0.159446707,-0.116343936,0.119182431,0.872851665
0.06,0.540395062,0,81.30555556,0.083188093,-0.057276507,0.079604426,0.475348667
0.28,1.458669753,0,75.69444444,0.158044938,-0.112091192,0.200465477,0.659158149
0.83,4.636867284,0,80.02777778,0.369725788,-0.215455627,0.506095675,0.636934194
0.74,2.540203704,0,49.77777778,0.09868277,-0.054720586,0.32124628,0.751404837
0.39,0.756938272,0,11.22222222,0.039556156,-0.023331046,0.113441226,0.274323471
0.03,1.230330159,131.4444444,127.6666667,0.322961424,-0.148050571,0.134751653,0.6556748
0.06,2.018839869,114.6111111,121.9444444,0.681112861,-0.324871089,0.24910598,0.752214477
0.1,1.987491582,83.41666667,110.7222222,0.698330797,-0.325238658,0.252145684,0.731953192
0.06,1.317074074,49.30555556,129.9722222,0.259736417,-0.116283719,0.131285108,0.624998043
0.09,1.078055556,3.055555556,110.7222222,0.119593583,-0.055198716,0.098000585,0.570657558
0.07,1.201972222,29.05555556,120.5555556,0.218210227,-0.093430657,0.129233565,0.607810496
0.03,0.672762346,107.0277778,103.6944444,0.157228786,-0.053165756,0.071123538,0.628332956
0.15,0.759549206,59.30555556,53.86111111,0.165200617,-0.061555748,0.097158839,0.419808703
0,0.132188272,220.1944444,134.8888889,0.11256927,-0.073112745,0.024259202,0.498170482
0.01,0.607595679,162.6666667,123.3055556,0.501679612,-0.202496082,0.093449882,0.608096765
0.02,0.161638095,73.80555556,46.52777778,0.202127907,-0.103009479,0.024602007,0.357718675
0,1.109450617,246.6666667,108.4166667,1.277708831,-0.602882883,0.129014855,0.765028196
0,1.166521605,210.4444444,144.6388889,1.282371871,-0.522286408,0.125323137,0.76373633
0.02,0.883484568,141.5555556,124.1388889,0.771236203,-0.229251969,0.097114438,0.594018888
0.03,0.841212963,83.08333333,68.86111111,1.066756757,-0.494457883,0.121080222,0.691897255
0,0.452712963,277.7222222,77.36111111,0.760314465,-0.23085296,0.060676723,0.732907331
0.57,5.363966049,0,82.25,1.396755981,-0.430303656,0.499564797,0.58697217
0.07,1.409530864,11.77777778,110.8611111,0.529494345,-0.179075158,0.135978809,0.640557999
0.01,1.174438272,171.0555556,157.3611111,0.63558676,-0.175294606,0.112220808,0.621536036
0.04,3.056351852,147.4444444,134.1111111,3.529045643,-0.763983831,0.39860839,0.858391056
0.02,1.385064815,167.4166667,141.0833333,1.244751773,-0.282640902,0.152114779,0.657500543
0.01,0.184330247,165.0833333,56.58333333,0.298388626,-0.160209924,0.040019586,0.479455014
0.1,1.904950617,49.83333333,106.1388889,1.013508646,-0.277915844,0.205243823,0.717039748
0.07,0.550660131,20.52777778,73.02777778,0.055451977,-0.036857232,0.033486939,0.399677193
0.2,1.506506173,0,61.16666667,0.325784805,-0.207798278,0.098730143,0.74152372
0.62,2.726657407,0,69.33333333,0.308047533,-0.198700291,0.19873449,0.680051388
0,0.199820988,243.9444444,111.1388889,0.38129562,-0.155940299,0.037822182,0.588455288
0.59,4.878382716,0,86.25,0.301648987,-0.199974429,0.164886107,0.700320417
0,0.19542284,220.5277778,134.5555556,0.344380165,-0.144493759,0.033290131,0.532072362
0.6,5.545197531,0,96.86111111,0.370679134,-0.246191566,0.193996039,0.64327225
0.61,5.496777778,0,99.16666667,0.367667781,-0.239658005,0.206788972,0.616947432
0.19,3.443009259,0,100.6388889,0.373510939,-0.383620877,0.128638668,0.731769228
0.28,2.329080247,0,99.44444444,0.370290543,-0.216769658,0.141228337,0.803703677
0.26,2.591348765,2.777777778,97.97222222,0.551067563,-0.232216454,0.152605815,0.843881042
2.16,2.976802469,0,1.75,0.222244208,-0.091272043,0.285336834,0.388846794
0.37,3.765095679,3.361111111,96.80555556,1.365618127,-0.604724804,0.291897134,0.671977353
0.93,1.989537037,0,21.22222222,0.333139665,-0.181597444,0.195784627,0.514181604
0.17,2.897756173,27.58333333,118.6111111,1.239267619,-0.467014407,0.257666169,0.840001184
1.32,3.893444444,0,40,0.932779334,-0.420776358,0.326634409,0.353078913
0.66,3.122333333,0,63.38888889,0.85625975,-0.329190283,0.219774592,0.609415665
0.39,3.081311728,0,96.41666667,0.572760389,-0.314564315,0.202720177,0.700010407
1.18,6.015873457,0,90.13888889,0.959285714,-0.388029945,0.378931285,0.434031291
0.23,4.578308642,0,59.33333333,2.89247191,-1.612548632,0.201738023,0.808269266
0.18,1.031990741,0.027777778,14.19444444,0.376074354,-0.306249359,0.038437324,0.607227195
1.26,3.591601852,0,41.66666667,0.471880637,-0.375743739,0.248520343,0.283152767
0.63,4.665873457,0,66.11111111,0.92583792,-0.643254727,0.365201217,0.606665344
0.4,4.851484568,6.222222222,124.8611111,1.728477202,-0.607955147,0.367602568,0.583467624
0.68,9.346759259,0,122.1666667,3.78523704,-1.184417476,0.603049398,0.508484743
0.31,6.429611111,72.33333333,127.1944444,2.748695187,-0.823398494,0.436903704,0.599130722
0.62,6.297441358,0,96.63888889,1.115294699,-0.733830479,0.405387578,0.597755396
0.84,7.682503086,0,99.41666667,3.187099057,-1.08827827,0.508384695,0.491258397
1,8.174669753,0,103.6111111,2.394222787,-0.71458697,0.5061355,0.486241071
1.51,6.792101852,0,79.61111111,1.347434695,-0.510302838,0.487700573,0.432809429
1.25,4.568447531,0,66.41666667,0.721263191,-0.300692288,0.352373695,0.422610601
1,6.151765432,0,97.36111111,0.848045239,-0.420091286,0.399521993,0.475422427
0.46,4.182700617,0,104.5555556,0.933123635,-0.309567991,0.294633245,0.634009873
2.28,13.07121914,0,84.63888889,4.186423547,-1.29293344,0.745923298,0.451743109
2.74,10.16226852,0,55.91666667,2.6809652,-0.952525359,0.730586454,0.405925258
3.73,14.5682284,0,58.83333333,3.468676658,-1.209362576,0.770670584,0.423911157
7.87,18.96975617,0,27.11111111,3.457218654,-1.387694547,1.065072836,0.43802197
5.6,19.40123457,0,49.97222222,5.855205962,-2.467568216,0.986401184,0.379020652
6.83,16.89968519,0,26,3.83376208,-2.036927777,1.09522845,0.469246727
4.13,16.68424916,0,55.22222222,5.571230822,-1.964490507,0.949659173,0.366507826
1.79,3.821098765,0,22.55555556,0.666061257,-0.299964955,0.331124755,0.254046387
4.38,9.946364198,0,27.77777778,2.638918845,-1.104971797,0.779189781,0.335980094
6.31,15.75529321,0,30.22222222,4.450876347,-1.76825152,1.002048508,0.379591536
3.97,10.39958951,0,35.88888889,2.191531609,-0.887360223,0.786188045,0.371132327
4.98,12.09525,0,31.86111111,2.78989506,-1.262608494,0.879105219,0.35854094
5.21,12.39857143,0,31.47222222,3.498751861,-1.729974252,0.981824504,0.338843218
5.37,12.88393016,0,30.27777778,4.195584619,-1.916803249,0.945988448,0.3352901
5,11.81610802,0,29.30555556,2.29300807,-1.110673293,0.820957762,0.363405983
4.41,9.283521605,0,19.47222222,1.542242122,-0.832405574,0.68338468,0.392116628
5.55,12.68522222,0,24.22222222,2.043613808,-1.192886987,0.854969247,0.444087339
0.3,1.434080247,0,72.97222222,0.085637657,-0.053419663,0.125796941,0.647616358
0.18,0.819271605,0,57.22222222,0.061187603,-0.045381803,0.102218957,0.38155453
0.29,1.435274691,0,50.61111111,0.106056299,-0.074281256,0.152954324,0.657299049
0.37,2.316231481,0,66.77777778,0.119566127,-0.077534293,0.244754064,0.890180626
0.93,3.630601852,0,60.11111111,0.116842482,-0.073818537,0.297557777,0.62104146
0.32,1.37792284,0,62.27777778,0.082070275,-0.046166696,0.122691013,0.619352947
0.76,4.914595679,0,88.80555556,0.510549232,-0.241295253,0.337574171,0.569038627
0.55,2.934697531,0,83,0.394438606,-0.20098213,0.236500024,0.731265794
0.71,4.692141975,0,82.33333333,0.225627002,-0.131145878,0.194757182,0.664074075
1.48,6.239910494,0,66.91666667,0.539988701,-0.237736059,0.36718354,0.37136337
0.74,4.656777778,0,55.61111111,0.20590999,-0.139294904,0.277217331,0.753905722
0.59,4.389450794,0,72.58333333,0.179465276,-0.131605923,0.215036101,0.802909448
0.69,3.219574074,0,65.27777778,0.11011149,-0.07383313,0.231473278,0.771785134
0.41,2.762046296,0,78.44444444,0.123491534,-0.084321068,0.16862975,0.92003237
0.9,4.135935185,0,62.33333333,0.182451004,-0.109341063,0.259992829,0.619481822
0.34,1.961811448,0,83.77777778,0.111294619,-0.072801949,0.159808777,0.792763066
0.17,1.207910494,0,67.77777778,0.070735158,-0.050904867,0.110219158,0.634956988
0.74,4.635388889,0,85.08333333,0.289482427,-0.165149479,0.335833922,0.653990241
0.57,3.072373457,0,90.08333333,0.304630977,-0.162730044,0.279988602,0.752805615
0.84,2.87891358,0,51.86111111,0.491956217,-0.262167738,0.369678676,0.543103092
0.8,3.804824074,0,79.83333333,0.565974668,-0.265376375,0.373697654,0.567077051
0.4,2.947561728,0,101.6388889,0.455791246,-0.230569577,0.28183691,0.776089321
0.31,0.995644444,0,45.72222222,0.093426002,-0.061885807,0.128661477,0.407268831
0.17,1.337583333,0,106.4444444,0.113869491,-0.072044879,0.128473341,0.635240763
0.31,1.058215488,0,40.63888889,0.179152709,-0.082476752,0.110175482,0.505732735
0.57,1.277074074,0,15.52777778,0.135853741,-0.068913006,0.147743202,0.559165308
1.23,5.775188272,0,78.72222222,1.709345736,-0.710780242,0.39690137,0.425028638
3.95,6.821854938,0,5.25,0.321493099,-0.118396183,0.620134527,0.438961957
0.95,5.838114198,0,84.36111111,1.047645278,-0.42976155,0.398008147,0.515681651
3.51,7.214537037,0,15.94444444,0.956009481,-0.411287461,0.671176269,0.43790609
3.8,12.0087716,0,45.86111111,3.554174584,-1.387177943,0.788813902,0.415161778
3.43,12.77412963,0,57.72222222,3.888291654,-1.495672576,0.821508161,0.420320378
3.54,10.88120988,0,43.72222222,2.573379435,-0.97206877,0.753785334,0.402912858
1.67,8.824907407,0,81.30555556,1.532626521,-0.582848101,0.592667192,0.450001977
1.86,9.412444444,0,75.75,1.991104377,-0.688840867,0.629835172,0.461187562
1.05,4.910728395,0,74.69444444,1.255553327,-0.493457747,0.357930842,0.461169614
0.67,6.73882716,0,105.0833333,2.170654135,-0.778427512,0.463555332,0.530524994
1.34,6.877385802,0,81.55555556,1.949795982,-0.797109315,0.465000232,0.435130602
0.46,3.704333333,5.222222222,104.5277778,0.953518072,-0.404883007,0.260425026,0.643322501
1.17,7.390064815,0,91.72222222,1.879257162,-0.748190741,0.473684067,0.465652186
2.87,19.05990741,0,93.55555556,5.837401065,-1.739442114,1.047819909,0.463609434
1.28,3.07966358,0,40.55555556,1.044298201,-0.477270058,0.325996973,0.242326196
2.2,4.482491582,0,7.944444444,0.274316274,-0.142027578,0.37720303,0.33557388
0.62,1.286154321,0,11.38888889,0.212681549,-0.15457657,0.103264325,0.35312085
2.18,4.332632716,0,14.5,0.780270929,-0.388117251,0.40529145,0.282674929
1.23,3.052067901,0,30.63888889,0.564852369,-0.320995316,0.34546137,0.29766682
2.6,5.320219048,0,20.69444444,1.498349141,-0.677872464,0.510392444,0.237088085
2.93,5.778768519,0,18.25,1.477264008,-0.685261618,0.548441269,0.281822111
3.11,9.783012346,0,53.5,1.84417537,-1.064318724,0.723318422,0.291942054
3.17,9.801419753,0,53.19444444,2.200984608,-1.189652557,0.747081785,0.273082536
1.48,4.453453704,0,51.38888889,1.873255243,-1.046478873,0.40888865,0.250694744
2.67,7.422033951,0,35.25,0.836600094,-0.445447266,0.548830922,0.363940165
2.51,5.565317901,0,13.05555556,0.380917756,-0.176243386,0.45247891,0.410130788
1.31,5.460410494,0,65.69444444,0.480226472,-0.284718783,0.399188088,0.504856306
1.28,4.430651235,0,47.41666667,0.335862069,-0.212881804,0.331695958,0.50764972
1.76,7.393419753,0,76.05555556,0.564657676,-0.390819931,0.510039256,0.477925026
0.86,3.425117284,0,75.5,0.249950417,-0.179844282,0.275407982,0.701674222
1.47,8.794845679,0,101.5833333,0.580837239,-0.440172748,0.637142667,0.61114496
1.36,7.627268519,0,100.4166667,0.480923304,-0.366545894,0.540418564,0.610790858
2.01,5.372395062,0,28.52777778,0.3413904,-0.20736502,0.481790924,0.45754742
2.31,6.524067901,0,34.33333333,0.565001198,-0.321922184,0.542069124,0.446257054
2.09,5.294367284,0,24.11111111,0.341982878,-0.20276231,0.468331976,0.434791157
1.84,5.083891975,0,32.22222222,0.396378934,-0.263267054,0.431844757,0.445364161
2.7,5.985996825,0,17.97222222,0.666050273,-0.431409367,0.527017353,0.33159584
1.56,5.228703704,0,47.36111111,0.369354361,-0.241198673,0.395426926,0.47970117
1.61,6.858089506,0,82.52777778,0.692677991,-0.585575924,0.507863906,0.515913912
2.08,7.927308642,0,72.77777778,0.74122053,-0.605543704,0.596188701,0.531764741
2.63,5.576962963,0,9.666666667,0.384589431,-0.273629265,0.506785062,0.470054226
1.99,6.500447531,0,50.77777778,0.70335781,-0.427366144,0.535144304,0.385482912
2.11,4.724138889,0,27.88888889,1.026643389,-0.568363824,0.420686601,0.222238743
2.74,6.795725309,0,32.94444444,1.644754802,-0.907475692,0.559656783,0.262661205
2.04,5.713805556,0,39.02777778,0.589036253,-0.351758301,0.440400969,0.317725028
3.46,7.218509259,0,13.5,0.918013507,-0.486375971,0.607812957,0.367941543
1.76,4.943864198,0,37.69444444,0.586456379,-0.330051472,0.419432171,0.36321712
1.81,4.460675926,0,22.72222222,0.393462995,-0.341257092,0.414395316,0.315616292
2.37,5.889046296,0,22.72222222,0.396378641,-0.249106162,0.522013971,0.381758008
1.81,5.148682099,0,36.75,0.412490816,-0.23516057,0.443150759,0.384780066
1.71,4.016490741,0,18.58333333,0.314098188,-0.263464718,0.384529549,0.308337335
1.49,4.33283642,0,37.69444444,0.379077739,-0.318651418,0.36531497,0.379412714
1.39,3.23425,0,24.5,0.672481164,-0.330001275,0.409295982,0.224441958
0.87,2.168305556,0,28.27777778,0.390158506,-0.172661825,0.2501006,0.537727299
3.55,11.45210802,0,57.36111111,1.54452016,-0.78823225,0.825738543,0.31645852
1.97,5.947447531,0,66.36111111,1.188571798,-0.71152524,0.511880904,0.210661754
2.01,4.671910494,0,31.5,1.639307371,-0.662500281,0.47615553,0.170289787
2.6,5.150898148,0,17.36111111,1.245521112,-0.530293449,0.544332834,0.220094476
1.91,5.305555556,0,44.97222222,2.024097597,-1.020144569,0.56480854,0.200311438
2.46,5.260694444,0,18.88888889,1.008832958,-0.47744164,0.499092794,0.237292357
2.73,6.737537037,0,32,1.302081289,-0.676362975,0.613612277,0.267191099
3.19,7.212496914,0,23.69444444,1.266753219,-0.755498401,0.680144633,0.318011334
1.79,4.176453704,0,32.55555556,1.335677195,-0.57968877,0.447500796,0.19368323
3.36,6.882626543,0,18.63888889,1.485723881,-0.701625558,0.690607445,0.298675338
2.26,5.474555556,0,34.05555556,1.457753677,-0.695567317,0.57489773,0.212209729
2.12,5.285259259,0,32.91666667,1.043631631,-0.519589143,0.516771556,0.211912386
1.22,3.131166667,0,34.83333333,0.883841296,-0.38161019,0.332107444,0.296086758
0.57,1.631098765,0,34.08333333,0.447678322,-0.219946421,0.181006178,0.702267403
1.11,2.671191358,0,27.27777778,0.489419077,-0.242753678,0.272853368,0.31202444
1.84,4.080027778,0,25.16666667,0.866023032,-0.383926664,0.409395919,0.193522627
1.91,5.89173064,0,48.02777778,1.705207084,-0.773591139,0.55811404,0.22058379
2.97,9.907719136,0,56.36111111,0.750356431,-0.430906548,0.689910501,0.319140447
2.3,5.06033642,0,16.02777778,0.453807541,-0.276202481,0.46387199,0.339769974
2.09,4.81217284,0,20.52777778,0.374443447,-0.218017512,0.442322891,0.297562214
1.76,4.011398148,0,20.08333333,0.315511622,-0.169324846,0.385486964,0.273942376
2.4,6.10633642,0,32.05555556,0.682593773,-0.334312643,0.55993251,0.268485542
1.58,3.834296296,0,29.30555556,0.598748865,-0.33603389,0.378122279,0.201551311
2.34,5.279959877,0,24.86111111,0.765074735,-0.382203492,0.530949715,0.244771569
1.44,3.20642284,0,17.41666667,0.256810204,-0.174617733,0.33079324,0.358277069
1.66,3.188444444,0,9.75,0.199974912,-0.100286684,0.341566184,0.259058862
0.65,1.996406349,0,41.47222222,0.774595913,-0.309451523,0.22458062,0.651232108
1.58,3.385632716,0,15.5,0.183911364,-0.112146024,0.329539393,0.354161542
1.77,8.140481481,0,90.16666667,0.664967825,-0.47709603,0.633531544,0.581628482
1.77,6.137842593,0,56.22222222,0.438008648,-0.267718737,0.512200197,0.509417941
1.72,6.344734568,0,68.05555556,0.41235685,-0.313120641,0.512200161,0.549805795
1.64,7.744228395,0,92.47222222,0.600567742,-0.43758383,0.601524152,0.581237107
1.66,3.589756173,0,14.33333333,0.333458238,-0.277196915,0.346218595,0.293753107
1.21,2.654697531,0,20.05555556,0.30402741,-0.167044374,0.284871537,0.366186095
1.64,4.482981481,0,39.44444444,0.414690041,-0.223486239,0.374002093,0.313714763
1.8,4.45387963,0,27.75,0.474229087,-0.221910975,0.363429638,0.286293535
1.88,4.51562037,0,25.77777778,0.643190835,-0.283483132,0.368558507,0.255674302
1.23,2.714160494,0,19.80555556,0.249002956,-0.118603967,0.277971492,0.362187598
1.13,2.514466049,0,21.94444444,0.266376891,-0.124245574,0.261618304,0.393962451
0.92,1.946092593,0,17.80555556,0.195764554,-0.098798278,0.207263098,0.555521483
0.95,1.553524691,0,4.777777778,0.151505017,-0.0978592,0.198139783,0.547505581
1.84,3.712802469,0,10.05555556,0.415675351,-0.357191872,0.360171882,0.274529731
1.17,2.476657407,0,19.11111111,0.312616587,-0.157332911,0.273578065,0.324855149
0.94,1.785101587,0,12.13888889,0.176281774,-0.089533095,0.200637679,0.539184358
2.35,6.744185185,0,37.27777778,0.560992661,-0.401981458,0.531540177,0.347270016
1.61,9.592666667,0,109.9166667,0.909767836,-0.621680714,0.727930219,0.588143812
1.53,6.283330247,0,83.88888889,0.326457383,-0.270220544,0.50807294,0.544368938
